,Home,Away,W_PCT,REB,TOV,PLUS_MINUS,OFF_RATING,DEF_RATING,TS_PCT,Result,Date
16,Boston Celtics,Brooklyn Nets,-1.0286099656327137,0.3942248266549162,0.0891827255234533,-0.18255242694468438,-0.7043347872219504,-0.6411523019817136,-1.0109816047829483,0,12/25/2020
17,Los Angeles Lakers,Dallas Mavericks,-0.5035153677922378,-0.901085318068377,1.5161063338986838,-0.8721949287357142,-0.28695120960894105,1.5387655247561098,0.4788860233182415,1,12/25/2020
18,Denver Nuggets,LA Clippers,0.43158460096477524,0.16895349713782293,-0.35673090209380687,0.6085080898156147,1.2260642592382096,0.8976132227743963,1.1706102792223623,0,12/25/2020
19,San Antonio Spurs,Toronto Raptors,-1.1005407324601761,-0.6194961561720094,-0.17836545104690338,-0.3042540449078074,-0.3391241568105676,0.04274348679878459,0.5320955814647126,1,12/26/2020
20,Chicago Bulls,Indiana Pacers,2.2298537716513374,-1.1263566475854703,-0.981009980757972,0.6896425017910299,0.7825942080243886,-0.256460920792689,1.2770293955153047,0,12/26/2020
21,New York Knicks,Philadelphia 76ers,-0.5970253646679383,2.0837597980331215,0.7134618041876168,-0.4259556628709303,-0.5217294720162591,0.38469138118902446,-0.957772046636477,0,12/26/2020
22,Detroit Pistons,Cleveland Cavaliers,-2.4959976089129476,-1.9711241332745728,0.0,-2.981689640096512,-2.2695232032707278,2.5218657211280697,-2.500849232884144,0,12/26/2020
23,Portland Trail Blazers,Houston Rockets,0.9494861221225047,0.9574031504476513,-2.675481765703561,0.892478531729568,1.0434589440325182,0.04274348679878459,0.10641911629294265,1,12/26/2020
24,Utah Jazz,Minnesota Timberwolves,1.3738776464045337,1.0137209828269218,-0.44591362761726006,1.4198522095697674,1.9303990464601561,0.21371743399390453,2.6072683491770867,0,12/26/2020
25,Sacramento Kings,Phoenix Suns,-2.733369139443574,-0.7321318209305581,0.17836545104690343,-2.271763535311628,-0.5478159456170743,3.804170325091502,-0.957772046636477,1,12/26/2020
26,Charlotte Hornets,Oklahoma City Thunder,1.453001489914742,-2.027441965653847,-0.6242790786641635,1.2981505916066445,2.660820307282922,1.5815090115548944,2.6072683491770867,0,12/26/2020
27,Washington Wizards,Orlando Magic,2.373715305306262,0.22527132951709325,-1.3377408828517803,1.4401358125636212,1.565188416048777,-0.5556653283841505,1.8091249769800177,0,12/26/2020
28,Memphis Grizzlies,Atlanta Hawks,1.884586090879517,1.5768993066196608,0.8026445297110685,1.0750309586742526,-0.23477826240731806,-2.4363787475305125,-1.117400721075891,0,12/26/2020
29,Los Angeles Lakers,Minnesota Timberwolves,0.08631692019295506,-0.6758139885512837,-0.5350963531407118,-0.42595566287093023,-0.13043236800406477,0.8121262491768334,0.8513529303435405,1,12/27/2020
30,Chicago Bulls,Golden State Warriors,-0.5682530579369531,-1.9148063008952985,-2.1403854125628476,-1.2575833856189367,0.36521063041137913,3.2057615099085672,0.0,0,12/27/2020
31,New York Knicks,Milwaukee Bucks,-0.6329907480816696,0.11263566475854847,-0.2675481765703551,-0.791060516760299,-0.6260753664195123,0.8121262491768335,-0.957772046636477,1,12/27/2020
32,LA Clippers,Dallas Mavericks,-0.5826392113024466,-0.6758139885512837,1.6944717849455873,-0.8316277227480067,-1.1217183648349562,-0.042743486798778374,-0.31925734887882773,0,12/27/2020
33,Cleveland Cavaliers,Philadelphia 76ers,-0.028772306730985076,1.7458528037574796,1.962019961515944,0.6287916928094686,-0.15651884160487625,-1.4960220379573317,0.0,1,12/27/2020
34,Indiana Pacers,Boston Celtics,-1.0861545790946836,-0.6194961561720095,0.08918272552345174,-0.5273736778401994,0.13043236800406477,1.3250480907622117,-0.053209558146471325,1,12/27/2020
35,Sacramento Kings,Phoenix Suns,-2.733369139443574,-0.7321318209305581,0.17836545104690343,-2.271763535311628,-0.5478159456170743,3.804170325091502,-0.957772046636477,0,12/27/2020
36,Charlotte Hornets,Brooklyn Nets,-0.7768522817365947,-1.4642636418611121,-1.248558157328327,-0.6490752958033222,0.20869178880650285,1.709739471951236,-0.42567646517177027,1,12/27/2020
37,Washington Wizards,Orlando Magic,2.373715305306262,0.22527132951709325,-1.3377408828517803,1.4401358125636212,1.565188416048777,-0.5556653283841505,1.8091249769800177,0,12/27/2020
38,New Orleans Pelicans,San Antonio Spurs,0.0,0.8447674856891028,1.6944717849455888,-0.8113441197541528,-0.4173835776130058,0.854869735975618,-0.2660477907323562,1,12/27/2020
39,Los Angeles Lakers,Portland Trail Blazers,0.5970253646679383,-0.11263566475854862,0.6242790786641635,0.5476572808340531,-0.4956429984154439,-2.051687366341488,0.0,0,12/28/2020
